id,ad_content,user_id,created_at,updated_at
1,"<p style=""text-align:center;""><iframe scrolling=""no"" src=""//mellowads.com/view/BB9EA85CA2BD"" style=""width:234px;height:60px;border:none;""></iframe><iframe scrolling=""no"" src=""//mellowads.com/view/865C6139C3E5"" style=""width:234px;height:60px;border:none;""></iframe><iframe scrolling=""no"" src=""//mellowads.com/view/CA3246A894E8"" style=""width:234px;height:60px;border:none;""></iframe><iframe scrolling=""no"" src=""//mellowads.com/view/DF40C884F854"" style=""width:234px;height:60px;border:none;""></iframe></p>
",1,"2015-09-18 20:48:19","2017-03-19 22:42:48"
